Historical Values of the NBER Experimental Recession Index (XRI),
Experimental Leading Index (XLI), Experimental  Coincident Index (XCI),
Experimental Coincident Recession Index (XRIC)
alternative nonfinancial  Experimental Leading Index-2 (XLI-2), and
     1995:10       0.06       2.1      200.9       0.04     3.5       0.14 
     1995:11       0.06       2.8      201.6       0.01     4.1       0.11 
     1995:12       0.04       3.5      202.0       0.02     3.0       0.12 
     1996:01       0.03       4.2      200.3       0.32     3.8       0.15 
     1996:02       0.02       4.8      202.4       0.02     3.6       0.13 
     1996:03       0.05       3.4      203.0       0.02     3.0       0.13 
     1996:04       0.07       3.2      204.4       0.01     4.3       0.11 
     1996:05       0.05       4.1      205.6       0.01     3.6       0.11 
     1996:06       0.03       4.4      206.8       0.01     2.6       0.14 
     1996:07       0.03       3.6      206.9       0.02     5.0       0.09 
     1996:08       0.04       3.4      207.9       0.01     3.4       0.12 
     1996:09       0.04       3.2      208.7       0.01     2.8       0.13 
     1996:10       0.03       4.1      209.2       0.01     3.8       0.13 
     1996:11       0.02       4.8      210.4       0.01     3.4       0.12 
     1996:12       0.02       4.6      210.6       0.01     4.8       0.11 
     1997:01       0.03       3.6      211.0       0.01     4.1       0.12 
     1997:02       0.04       3.1      212.6       0.01     4.1       0.12 
     1997:03       0.05       2.6      213.5       0.01     4.2       0.12 
     1997:04       0.07       2.0      214.6       0.01     3.4       0.12 
     1997:05       0.10       2.1      214.9       0.01     2.7       0.13 
     1997:06       0.05       3.3      215.7       0.01     2.0       0.13 
     1997:07       0.02       4.7      216.8       0.01     4.7       0.10 
     1997:08       0.02       4.7      218.1       0.01     4.4       0.10 
     1997:09       0.03       4.0      219.2       0.01     4.8       0.09 
     1997:10       0.03       3.8      220.0       0.01     5.5       0.08 
     1997:11       0.04       3.6      220.9       0.01     4.3       0.10 
     1997:12       0.03       3.7      221.7       0.01     4.9       0.10 
     1998:01       0.02       4.2      223.0       0.01     4.5       0.07 
     1998:02       0.02       4.7      223.7       0.01     5.3       0.06 
     1998:03       0.04       4.2      224.6       0.01     4.7       0.08 
     1998:04       0.05       4.0      225.0       0.01     3.3       0.10 
     1998:05       0.05       3.3      225.8       0.01     3.3       0.10 
     1998:06       0.09       2.1      225.7       0.04     3.5       0.10 
     1998:07       0.10       2.0      226.0       0.03     3.8       0.09 
     1998:08       0.07       3.1      227.9       0.01     5.1       0.07 
     1998:09       0.10       2.8      227.9       0.03     3.8       0.08 
     1998:10       0.04       4.7      229.0       0.01     4.7       0.05 
     1998:11       0.08       4.3      229.7       0.01     4.2       0.07 
     1998:12       0.08       4.0      230.4       0.01     5.6       0.05 
     1999:01       0.05       4.2      230.8       0.01     5.9       0.05 
     1999:02       0.05       3.4      231.9       0.01     7.0       0.05 
     1999:03       0.07       2.3      233.0       0.01     5.7       0.07 
     1999:04       0.04       2.4      233.3       0.02     2.0       0.13 
     1999:05       0.03       3.3      234.1       0.01     2.5       0.11 
     1999:06       0.04       3.5      235.3       0.01     3.9       0.08 
     1999:07       0.05       3.5      236.2       0.01     3.3       0.09 
     1999:08       0.07       3.2      236.9       0.01     3.8       0.07 
     1999:09       0.16       2.0      236.6       0.05     3.8       0.08 
     1999:10       0.10       2.9      238.2       0.01     4.2       0.07 
     1999:11       0.07       3.2      239.2       0.01     5.5       0.06 
     1999:12       0.04       4.0      240.3       0.01     5.6       0.07 
     2000:01       0.02       5.0      241.6       0.01     6.5       0.05 
     2000:02       0.02       4.2      242.1       0.01     5.6       0.07 
     2000:03       0.03       3.5      243.1       0.01     4.2       0.10 
     2000:04       0.04       2.9      244.3       0.01     2.9       0.12 
     2000:05       0.10       2.0      244.9       0.01     3.2       0.12 
     2000:06       0.04       3.4      245.1       0.01     2.1       0.12 
     2000:07       0.03       4.3      245.6       0.02     2.6       0.10 
     2000:08       0.03       3.3      246.1       0.02     3.9       0.09 
     2000:09       0.04       3.1      246.5       0.01     2.6       0.10 
     2000:10       0.08       3.1      245.9       0.10     3.3       0.09 
     2000:11       0.10       3.4      245.4       0.19     4.5       0.07 
     2000:12       0.07       3.2      244.6       0.47     2.8       0.13 
     2001:01       0.02       5.2      244.4       0.40     5.9       0.06 
     2001:02       0.03       4.9      244.1       0.42     5.2       0.08 
     2001:03       0.03       4.2      244.8       0.13     3.6       0.09 
