Historical Values of the NBER Experimental Recession Index (XRI),
Experimental Leading Index (XLI), Experimental  Coincident Index (XCI),
Experimental Coincident Recession Index (XRIC)
alternative nonfinancial  Experimental Leading Index-2 (XLI-2), and
     1995:10       0.07       2.3      199.5       0.03     3.6       0.13 
     1995:11       0.07       2.8      200.1       0.01     4.0       0.11 
     1995:12       0.05       3.4      200.5       0.02     2.8       0.13 
     1996:01       0.03       4.2      198.8       0.33     3.7       0.15 
     1996:02       0.03       4.8      201.0       0.02     3.5       0.14 
     1996:03       0.06       3.5      201.5       0.02     3.1       0.13 
     1996:04       0.06       3.5      202.9       0.01     4.8       0.10 
     1996:05       0.04       4.3      203.9       0.01     3.9       0.11 
     1996:06       0.03       4.6      205.1       0.01     2.6       0.14 
     1996:07       0.04       3.8      205.5       0.01     5.0       0.10 
     1996:08       0.05       3.6      206.6       0.01     3.1       0.12 
     1996:09       0.05       3.2      207.4       0.01     2.6       0.14 
     1996:10       0.03       4.1      207.9       0.01     3.8       0.12 
     1996:11       0.02       5.0      209.1       0.01     3.5       0.12 
     1996:12       0.02       4.9      209.4       0.01     5.3       0.10 
     1997:01       0.05       3.3      208.4       0.13     3.9       0.12 
     1997:02       0.06       3.0      209.7       0.02     3.9       0.12 
     1997:03       0.09       2.4      210.3       0.01     3.9       0.13 
     1997:04       0.11       1.9      211.4       0.01     3.4       0.12 
     1997:05       0.14       1.6      211.7       0.01     2.6       0.13 
     1997:06       0.07       2.8      212.6       0.01     1.9       0.14 
     1997:07       0.03       4.5      213.6       0.01     4.9       0.09 
     1997:08       0.03       4.5      214.9       0.01     4.6       0.10 
     1997:09       0.03       3.8      216.1       0.01     4.9       0.09 
     1997:10       0.04       3.6      217.0       0.01     5.8       0.09 
     1997:11       0.05       3.5      218.0       0.01     4.6       0.10 
     1997:12       0.04       3.4      218.7       0.01     5.0       0.10 
     1998:01       0.03       3.9      220.1       0.01     4.4       0.09 
     1998:02       0.03       4.6      220.8       0.01     5.2       0.07 
     1998:03       0.05       4.2      221.5       0.01     5.0       0.08 
     1998:04       0.06       3.9      222.0       0.01     3.6       0.11 
     1998:05       0.07       3.1      222.7       0.01     3.4       0.11 
     1998:06       0.11       1.9      222.4       0.05     3.7       0.11 
     1998:07       0.14       1.7      222.4       0.06     3.7       0.10 
     1998:08       0.10       2.8      224.5       0.01     5.1       0.07 
     1998:09       0.13       2.4      224.5       0.03     3.7       0.10 
     1998:10       0.06       4.6      225.8       0.01     4.8       0.05 
     1998:11       0.11       4.1      226.1       0.02     4.3       0.07 
     1998:12       0.10       3.7      227.1       0.01     5.9       0.06 
     1999:01       0.08       3.7      227.7       0.01     5.8       0.06 
     1999:02       0.08       2.7      228.6       0.01     6.5       0.06 
     1999:03       0.11       1.6      229.2       0.01     5.4       0.08 
     1999:04       0.06       2.1      229.4       0.02     2.2       0.13 
     1999:05       0.05       3.0      230.1       0.01     2.5       0.12 
     1999:06       0.07       3.1      230.9       0.01     4.0       0.08 
     1999:07       0.08       3.3      231.6       0.01     3.3       0.09 
     1999:08       0.10       2.9      232.4       0.01     3.9       0.08 
     1999:09       0.23       1.4      232.2       0.04     3.6       0.10 
     1999:10       0.12       2.6      233.7       0.01     4.3       0.07 
     1999:11       0.10       2.8      234.8       0.01     5.8       0.07 
     1999:12       0.05       3.6      236.3       0.01     5.7       0.07 
     2000:01       0.03       4.5      237.7       0.01     6.3       0.06 
     2000:02       0.03       4.1      238.2       0.01     6.0       0.07 
     2000:03       0.03       3.6      239.0       0.01     4.7       0.09 
     2000:04       0.05       2.7      239.8       0.01     2.7       0.12 
     2000:05       0.16       1.3      240.3       0.01     2.7       0.13 
     2000:06       0.07       3.0      240.6       0.02     2.4       0.12 
     2000:07       0.05       3.7      240.3       0.06     3.1       0.10 
     2000:08       0.05       3.0      240.3       0.06     4.2       0.08 
     2000:09       0.07       2.9      240.6       0.05     2.6       0.10 
     2000:10       0.11       2.7      240.4       0.12     3.4       0.10 
     2000:11       0.14       2.9      240.0       0.22     4.4       0.08 
     2000:12       0.10       2.7      239.4       0.39     2.9       0.14 
     2001:01       0.05       4.5      238.7       0.66     5.4       0.07 
     2001:02       0.05       4.3      238.4       0.57     5.4       0.08 
     2001:03       0.05       3.7      238.0       0.59     2.3       0.13 
     2001:04       0.06       2.9      236.8       0.86     1.0       0.18 
     2001:05       0.07       2.7      236.5       0.75     1.6       0.14 
     2001:06       0.25       0.5      235.2       0.95     0.2       0.19 
     2001:07       0.19       1.1      235.7       0.49     1.5       0.13 
     2001:08       0.09       2.2      235.8       0.43     2.8       0.11 
     2001:09       0.17       0.9      233.9       0.90     1.0       0.16 
     2001:10       0.30       0.1      233.3       0.88     2.8       0.15 
     2001:11       0.23       0.6      232.8       0.81     1.9       0.13 
     2001:12       0.06       2.5      233.0       0.48     2.9       0.09 
     2002:01       0.01       3.8      233.8       0.13     5.3       0.07 
     2002:02       0.01       3.9      233.7       0.16     5.6       0.06 
     2002:03       0.03       3.5      234.0       0.08     4.7       0.09 
     2002:04       0.05       2.6      234.1       0.09     3.8       0.09 
     2002:05       0.04       3.2      234.7       0.02     4.2       0.08 
     2002:06       0.03       4.2      235.8       0.01     3.0       0.08 
     2002:07       0.04       4.3      235.5       0.05     4.9       0.07 
