"","FirstDate","inflation_punew","inflation_puxhs","inflation_puxx","inflation_pce","quarter"
"1",1947-04-01,0.0255333020051648,0.0255333020051648,NA,0.00792970885034143,"1947-Q2"
"2",1947-07-01,0.00836824967051658,0.00836824967051658,NA,0.0184583984333967,"1947-Q3"
"3",1947-10-01,0.0287494132859858,0.0287494132859858,NA,0.0246412201111356,"1947-Q4"
"4",1948-01-01,0.0396877482672425,0.0396877482672425,NA,0.0109585656692933,"1948-Q1"
"5",1948-04-01,0.00388350002639761,0.00388350002639761,NA,0.0103569175633839,"1948-Q2"
"6",1948-07-01,0.0229895182246986,0.0229895182246986,NA,0.0151784348735161,"1948-Q3"
"7",1948-10-01,-0.0037950709685515,-0.0037950709685515,NA,-0.00309683814418676,"1948-Q4"
"8",1949-01-01,-0.0191944472561472,-0.0191944472561472,NA,-0.00782439121531249,"1949-Q1"
"9",1949-04-01,-0.00388350002639763,-0.00388350002639763,NA,-0.00611032613456565,"1949-Q2"
"10",1949-07-01,-0.0117418178766833,-0.0117418178766833,NA,-0.0058233745931766,"1949-Q3"
"11",1949-10-01,-0.00394477829101623,-0.00394477829101623,NA,-0.000973867955560583,"1949-Q4"
"12",1950-01-01,-0.0079365495957363,-0.0079365495957363,NA,-0.00178789157743625,"1950-Q1"
"13",1950-04-01,0.00397614837963942,0.00397614837963942,NA,0.00470665479760253,"1950-Q2"
"14",1950-07-01,0.0196469973837964,0.0196469973837964,NA,0.0206721566944078,"1950-Q3"
