"","FirstDate","quarter","group","punew_year","puxhs_year","puxx_year","pce_year"
"252",2010-01-01,2010 Q1,2010,NA,0.0402387948203194,0.0150101338845998,0.0223607064841043
"253",2010-04-01,2010 Q2,2010,NA,0.0355605861809494,0.00962858497195231,0.0199397140001909
"254",2010-07-01,2010 Q3,2010,NA,0.0211112068564295,0.00953196543186202,0.0149978594653158
"255",2010-10-01,2010 Q4,2010,NA,0.018929466421396,0.00600909273413366,0.0137097494934811
"256",2011-01-01,2011 Q1,2011,NA,0.0217816550392622,0.00978728530011002,0.0182194833646039
"257",2011-04-01,2011 Q2,2011,NA,0.0398364010439476,0.0130696114546869,0.0264750427735415
"258",2011-07-01,2011 Q3,2011,NA,0.0452088101966152,0.0172649340525684,0.0291656030373
"259",2011-10-01,2011 Q4,2011,NA,0.0423666504560039,0.0208601118803156,0.0260768425485707
"260",2012-01-01,2012 Q1,2012,NA,0.0343566771083756,0.0225180367484463,0.0243119447222048
"261",2012-04-01,2012 Q2,2012,NA,0.022554512212865,0.0228805117444958,0.0169257262902109
"262",2012-07-01,2012 Q3,2012,NA,0.0109365128805259,0.0208800436098011,0.0152112008328597
"263",2012-10-01,2012 Q4,2012,NA,0.0210072678577664,0.0197501665904047,0.0174979808846722
"264",2013-01-01,2013 Q1,2013,NA,0.0143288647134707,0.0189179440976409,0.0144027052981181
"265",2013-04-01,2013 Q2,2013,NA,0.00654038708851363,0.0170100931358238,0.0124958165091524
"266",2013-07-01,2013 Q3,2013,NA,0.0164989745874351,0.0168592976742389,0.0137015052071101
"267",2013-10-01,2013 Q4,2013,NA,0.00242063822933332,0.0167276861846568,0.0117884485297688
"268",2014-01-01,2014 Q1,2014,NA,0.010754253442466,0.0159425833327483,0.0128649927898856
"269",2014-04-01,2014 Q2,2014,NA,0.0165240026183964,0.0180467290107762,0.0168200319068359
"270",2014-07-01,2014 Q3,2014,NA,0.0152937554476035,0.0182815026293568,0.0154485174452186
"271",2014-10-01,2014 Q4,2014,NA,0.00938577988866526,0.0180131085370425,0.0104488974844601
"272",2015-01-01,2015 Q1,2015,NA,-0.017299744434964,0.0161845759686431,0.00137452804543202
"273",2015-04-01,2015 Q2,2015,NA,-0.0157430996934116,0.0178676960617215,0.00190293057212345
"274",2015-07-01,2015 Q3,2015,NA,-0.0114160433889879,0.0181800497611901,0.00175425143087309
"275",2015-10-01,2015 Q4,2015,NA,-0.0133905945882112,0.018954557354747,0.00231064384889052
"276",2016-01-01,2016 Q1,2016,NA,0.00248207829074244,0.0212234071043227,0.00728540693704861
"277",2016-04-01,2016 Q2,2016,NA,0.00181078271684912,0.0213372801062289,0.00862563862286163
"278",2016-07-01,2016 Q3,2016,NA,-0.00317155415382342,0.0214692765123578,0.00947700342310717
"279",2016-10-01,2016 Q4,2016,NA,0.007704820479007,0.0218060617354114,0.0148146332406525
"280",2017-01-01,2017 Q1,2017,NA,0.0197790729413951,0.0222526551146531,0.0201473410439733
"281",2017-04-01,2017 Q2,2017,NA,0.0152695076195347,0.0187880442601481,0.0158285848152678
"282",2017-07-01,2017 Q3,2017,NA,0.00994922496736739,0.0166305697199126,0.0159245930621436
"283",2017-10-01,2017 Q4,2017,NA,0.0139855629923408,0.0174433668337428,0.0173237806890213
"284",2018-01-01,2018 Q1,2018,NA,0.0158937019741247,0.0187360500090354,0.0184876119800617
"285",2018-04-01,2018 Q2,2018,NA,0.0198635037897263,0.0212784459372318,0.0217238121852449
"286",2018-07-01,2018 Q3,2018,NA,0.025031010515145,0.0224226752393235,0.0215404349661265
"287",2018-10-01,2018 Q4,2018,NA,0.0212041384111691,0.0210411651452677,0.0193600128715683
"288",2019-01-01,2019 Q1,2019,NA,0.00733608553375334,0.0212533925957956,0.0146684180263027
"289",2019-04-01,2019 Q2,2019,NA,0.012784612856516,0.0206175376801367,0.0146986267711139
"290",2019-07-01,2019 Q3,2019,NA,0.00943792107684393,0.0215512014522272,0.0137724227012015
"291",2019-10-01,2019 Q4,2019,NA,0.00985818545003601,0.0229958382363839,0.0138648556781293
"292",2020-01-01,2020 Q1,2020,NA,0.0206654614365979,0.0225303094457242,0.0147724860642625
"293",2020-04-01,2020 Q2,2020,NA,-0.00776039769701106,0.0143821392250432,0.00511169663641321
"294",2020-07-01,2020 Q3,2020,NA,0.00351531699058863,0.0152227035752933,0.0108505364911294
"295",2020-10-01,2020 Q4,2020,NA,0.00758866743800042,0.016084933142549,0.011901263724753
"296",2021-01-01,2021 Q1,2021,NA,0.0128768845109186,0.0139925449994233,0.0202990572913464
"297",2021-04-01,2021 Q2,2021,NA,0.0502844401433874,0.0290869730700984,0.0398406475399888
"298",2021-07-01,2021 Q3,2021,NA,0.0624509253169053,0.0409309086643007,0.0454398973634795
"299",2021-10-01,2021 Q4,2021,NA,0.0733014173536825,0.0448566913408723,0.0569141524642917
"300",2022-01-01,2022 Q1,2022,NA,0.0880055343149742,0.0589177419636972,0.0638684044992945
"301",2022-04-01,2022 Q2,2022,NA,0.0931441481140468,0.0595717088124816,0.0661180595203726
"302",2022-07-01,2022 Q3,2022,NA,0.0929662112429941,0.0572240358664741,0.0638327657819048
"303",2022-10-01,2022 Q4,2022,NA,0.0786621920850048,0.0611116563081867,0.0576067960843498
"304",2023-01-01,2023 Q1,2023,NA,0.0545013981895282,0.0539916088740644,0.0492621594733318
"305",2023-04-01,2023 Q2,2023,NA,0.0337426438381032,0.0538881480426218,0.0379992409344268
"306",2023-07-01,2023 Q3,2023,NA,0.0116526723059928,0.0459759697594402,0.0329161958537193
"307",2023-10-01,2023 Q4,2023,NA,0.0147621933844373,0.0394091914026847,NA
