Historical Values of the NBER Experimental Recession Index (XRI),
Experimental Leading Index (XLI), Experimental  Coincident Index (XCI),
Experimental Coincident Recession Index (XRIC)
alternative nonfinancial  Experimental Leading Index-2 (XLI-2), and
     1972:08       0.01       8.3      117.8       0.01     8.1       0.04 
     1972:09       0.01       8.9      118.8       0.01     9.6       0.03 
     1972:10       0.01       9.7      120.1       0.01     9.3       0.04 
     1972:11       0.01       9.1      121.4       0.01     6.9       0.06 
     1972:12       0.01      10.9      122.5       0.01     8.3       0.05 
     1973:01       0.01       9.1      123.2       0.01     7.8       0.06 
     1973:02       0.03       6.8      124.3       0.01     7.0       0.06 
     1973:03       0.08       4.6      124.5       0.01     4.3       0.10 
     1973:04       0.11       3.1      124.4       0.05     2.4       0.16 
     1973:05       0.09       3.7      124.8       0.02     3.0       0.13 
     1973:06       0.26       2.7      124.9       0.03     4.5       0.08 
     1973:07       0.70      -0.9      125.6       0.01     3.0       0.14 
     1973:08       0.86      -2.1      125.1       0.13     2.9       0.17 
     1973:09       0.66      -1.7      125.6       0.02     2.5       0.21 
     1973:10       0.40      -1.8      126.4       0.01    -0.5       0.40 
     1973:11       0.33      -2.5      127.5       0.01     0.7       0.35 
     1973:12       0.21      -1.6      127.4       0.04    -0.0       0.41 
     1974:01       0.11       0.2      126.7       0.28    -0.0       0.41 
     1974:02       0.17       1.5      126.2       0.61     0.7       0.35 
     1974:03       0.45       1.7      126.1       0.46     2.4       0.23 
     1974:04       0.88      -1.2      125.4       0.85     0.2       0.36 
     1974:05       0.96      -3.5      126.1       0.18     0.2       0.36 
     1974:06       1.00      -8.3      126.2       0.17     0.3       0.37 
     1974:07       0.99      -8.7      126.3       0.16    -1.1       0.47 
     1974:08       0.99     -11.2      125.4       0.71    -2.6       0.59 
     1974:09       0.96     -10.7      125.1       0.66    -3.5       0.56 
     1974:10       0.91      -9.0      124.5       0.84    -3.7       0.52 
     1974:11       0.97     -10.7      122.2       0.99    -5.4       0.52 
     1974:12       0.84      -6.4      119.3       0.99    -4.6       0.43 
     1975:01       0.82      -5.8      118.2       0.99    -4.5       0.48 
     1975:02       0.80      -5.5      116.6       0.99    -4.4       0.43 
     1975:03       0.71      -3.2      115.4       0.99    -1.2       0.37 
     1975:04       0.28      -0.3      115.3       0.90     2.8       0.21 
     1975:05       0.04       2.8      115.4       0.70     3.6       0.20 
     1975:06       0.02       3.9      116.0       0.24     3.6       0.19 
     1975:07       0.01       5.6      116.4       0.05     4.9       0.17 
     1975:08       0.01       5.4      117.7       0.01     4.4       0.21 
     1975:09       0.01       5.1      118.6       0.01     3.1       0.23 
     1975:10       0.01       5.6      118.9       0.01     2.4       0.24 
     1975:11       0.01       5.7      119.2       0.01     1.6       0.26 
     1975:12       0.01       6.2      120.1       0.01     1.7       0.25 
     1976:01       0.01       6.5      121.8       0.01     3.5       0.20 
     1976:02       0.01       6.4      122.8       0.01     2.9       0.23 
     1976:03       0.01       6.2      123.1       0.01     2.6       0.24 
     1976:04       0.01       6.6      123.7       0.01     2.3       0.27 
     1976:05       0.01       5.5      123.9       0.01     1.3       0.28 
     1976:06       0.01       4.9      124.1       0.02     1.7       0.26 
     1976:07       0.01       6.7      124.5       0.01     2.0       0.22 
     1976:08       0.01       7.2      124.8       0.01     2.9       0.17 
     1976:09       0.01       8.2      125.2       0.01     4.7       0.11 
     1976:10       0.01       7.0      125.2       0.03     3.4       0.14 
     1976:11       0.01       7.4      126.5       0.01     4.9       0.10 
     1976:12       0.01       7.7      127.6       0.01     5.4       0.11 
     1977:01       0.01       6.4      127.1       0.08     3.2       0.19 
     1977:02       0.01       7.8      128.5       0.01     5.3       0.14 
     1977:03       0.01       8.6      129.7       0.01     5.0       0.09 
     1977:04       0.01       8.5      130.6       0.01     5.7       0.09 
     1977:05       0.01       7.7      131.2       0.01     5.4       0.10 
     1977:06       0.01       7.8      131.8       0.01     5.9       0.08 
     1977:07       0.01       6.4      132.3       0.01     4.9       0.10 
     1977:08       0.01       6.2      132.6       0.01     5.2       0.08 
     1977:09       0.02       6.1      133.3       0.01     4.6       0.11 
     1977:10       0.02       6.1      134.0       0.01     4.5       0.08 
     1977:11       0.02       6.7      134.6       0.01     6.2       0.06 
     1977:12       0.02       7.0      135.0       0.01     6.4       0.07 
     1978:01       0.05       5.3      133.4       0.31     3.5       0.13 
     1978:02       0.05       5.2      134.2       0.04     3.8       0.15 
     1978:03       0.04       5.5      136.1       0.01     4.8       0.10 
     1978:04       0.03       6.8      139.0       0.01     7.6       0.06 
     1978:05       0.06       4.8      139.6       0.01     6.3       0.10 
     1978:06       0.05       5.3      140.5       0.01     7.2       0.06 
     1978:07       0.13       3.5      140.4       0.02     3.6       0.12 
     1978:08       0.16       2.7      140.9       0.01     2.0       0.15 
     1978:09       0.20       2.8      141.1       0.02     3.3       0.11 
     1978:10       0.28       3.1      141.9       0.01     5.6       0.09 
     1978:11       0.20       3.3      143.0       0.01     6.7       0.09 
     1978:12       0.12       3.8      143.7       0.01     5.4       0.10 
     1979:01       0.32       0.3      143.1       0.10     0.1       0.35 
     1979:02       0.27       0.4      143.2       0.05    -0.2       0.32 
     1979:03       0.05       4.5      144.3       0.01     4.0       0.13 
     1979:04       0.07       4.0      142.4       0.36     2.8       0.22 
     1979:05       0.07       4.4      143.7       0.02     3.7       0.17 
     1979:06       0.10       3.7      144.0       0.03     2.5       0.18 
     1979:07       0.28       1.8      144.3       0.03     0.8       0.24 
     1979:08       0.62      -0.0      144.0       0.15     1.7       0.20 
     1979:09       0.82      -0.8      143.8       0.21     3.3       0.14 
     1979:10       0.95      -3.7      144.0       0.09     2.4       0.19 
     1979:11       0.96      -5.3      144.1       0.08     0.3       0.32 
     1979:12       0.91      -5.2      144.2       0.07    -1.0       0.33 
     1980:01       0.88      -3.7      144.6       0.02     0.6       0.25 
     1980:02       0.99      -4.5      144.3       0.14     0.1       0.29 
     1980:03       0.99      -8.5      143.4       0.57    -2.8       0.48 
     1980:04       0.67      -6.0      141.2       0.99    -4.9       0.60 
     1980:05       0.57      -4.4      139.0       0.99    -6.2       0.54 
     1980:06       0.34      -1.0      137.9       0.99    -1.3       0.33 
     1980:07       0.32       2.1      137.2       0.99     3.8       0.15 
     1980:08       0.33       2.3      138.1       0.38     6.7       0.09 
     1980:09       0.28       3.0      139.8       0.09     8.3       0.08 
     1980:10       0.57       0.6      141.6       0.01     6.9       0.13 
     1980:11       0.90      -2.1      143.1       0.01     4.3       0.17 
     1980:12       0.76      -2.4      143.7       0.01     1.6       0.28 
     1981:01       0.49      -0.9      143.6       0.04    -0.8       0.37 
     1981:02       0.34      -0.3      143.0       0.21    -1.3       0.43 
     1981:03       0.33       0.5      143.0       0.12    -0.1       0.36 
     1981:04       0.75      -1.4      142.1       0.61     0.3       0.33 
     1981:05       0.70      -2.5      142.6       0.13     1.2       0.29 
     1981:06       0.86      -3.9      143.1       0.05    -1.0       0.48 
     1981:07       0.89      -5.2      143.8       0.01    -1.6       0.49 
     1981:08       0.91      -5.9      143.6       0.05    -1.8       0.48 
     1981:09       0.84      -4.5      142.2       0.58    -2.3       0.50 
     1981:10       0.64      -3.7      141.6       0.84    -3.9       0.58 
     1981:11       0.53      -2.6      140.8       0.96    -3.5       0.58 
     1981:12       0.56      -2.1      139.8       0.99    -2.2       0.52 
     1982:01       0.75      -2.4      137.2       0.99    -2.3       0.55 
     1982:02       0.44      -1.0      139.1       0.25     0.3       0.42 
     1982:03       0.43      -2.1      139.1       0.47     0.1       0.39 
     1982:04       0.48      -2.6      138.9       0.68     0.1       0.40 
     1982:05       0.63      -2.1      138.6       0.78     0.4       0.40 
     1982:06       0.65      -2.3      137.9       0.90    -1.2       0.50 
     1982:07       0.28      -0.3      137.2       0.95    -1.0       0.44 
     1982:08       0.55      -2.4      136.1       0.99    -2.8       0.56 
     1982:09       0.27      -1.8      135.8       0.91    -1.1       0.46 
     1982:10       0.09       1.2      134.8       0.98    -0.5       0.41 
     1982:11       0.07       1.9      134.5       0.90     1.8       0.29 
     1982:12       0.01       4.8      134.2       0.90     4.2       0.17 
     1983:01       0.01       6.8      135.9       0.14     6.5       0.11 
     1983:02       0.01       6.9      135.3       0.73     5.5       0.13 
     1983:03       0.01       7.2      136.4       0.06     4.6       0.17 
     1983:04       0.01       7.8      137.6       0.01     4.5       0.16 
     1983:05       0.01       8.8      138.6       0.01     4.8       0.12 
     1983:06       0.01       8.8      139.4       0.01     7.7       0.10 
     1983:07       0.01       8.4      141.0       0.01     6.8       0.11 
     1983:08       0.01       6.1      141.3       0.01     4.7       0.16 
     1983:09       0.01       5.2      143.1       0.01     2.6       0.22 
     1983:10       0.01       6.9      144.4       0.01     4.2       0.14 
     1983:11       0.01       7.0      145.2       0.01     5.6       0.15 
     1983:12       0.01       7.0      146.4       0.01     4.3       0.16 
     1984:01       0.01       8.5      148.3       0.01     6.1       0.11 
     1984:02       0.01       9.4      149.1       0.01     7.0       0.07 
     1984:03       0.01       7.6      149.7       0.01     5.0       0.14 
     1984:04       0.01       6.2      150.9       0.01     3.8       0.13 
     1984:05       0.03       4.8      151.4       0.01     3.9       0.14 
     1984:06       0.02       4.4      152.0       0.01     3.9       0.12 
     1984:07       0.03       3.1      152.5       0.01     1.7       0.23 
     1984:08       0.03       2.0      152.9       0.01     0.8       0.26 
     1984:09       0.02       2.4      153.0       0.02     0.3       0.26 
     1984:10       0.02       2.5      152.8       0.09     1.2       0.22 
     1984:11       0.01       5.4      153.5       0.02     4.1       0.11 
     1984:12       0.01       6.3      153.9       0.01     3.9       0.12 
     1985:01       0.01       6.7      153.8       0.06     4.8       0.12 
     1985:02       0.01       6.8      154.0       0.04     3.5       0.15 
     1985:03       0.01       5.7      154.5       0.02     3.6       0.11 
     1985:04       0.01       5.5      154.6       0.03     3.4       0.11 
     1985:05       0.01       5.1      155.2       0.01     3.9       0.09 
     1985:06       0.01       6.0      155.1       0.05     4.4       0.09 
     1985:07       0.01       5.6      154.7       0.19     4.0       0.10 
     1985:08       0.01       5.4      155.5       0.03     5.2       0.07 
     1985:09       0.01       6.3      156.1       0.02     6.6       0.05 
     1985:10       0.03       4.8      156.2       0.03     4.3       0.09 
     1985:11       0.06       3.5      156.5       0.02     2.9       0.11 
     1985:12       0.04       4.5      157.2       0.01     4.8       0.07 
     1986:01       0.04       4.8      157.7       0.01     5.4       0.06 
     1986:02       0.09       3.2      157.3       0.09     4.0       0.10 
     1986:03       0.05       4.1      157.3       0.09     4.3       0.09 
     1986:04       0.04       4.3      158.1       0.02     5.3       0.06 
     1986:05       0.16       2.3      158.0       0.06     4.1       0.09 
     1986:06       0.28       1.3      157.8       0.14     3.2       0.10 
     1986:07       0.14       2.5      157.9       0.07     4.0       0.09 
     1986:08       0.05       3.6      158.3       0.04     3.5       0.11 
     1986:09       0.06       3.1      159.3       0.01     3.5       0.11 
     1986:10       0.08       2.4      159.4       0.02     3.9       0.12 
     1986:11       0.11       1.7      159.8       0.02     3.3       0.14 
     1986:12       0.03       4.3      160.8       0.01     6.8       0.06 
     1987:01       0.09       3.2      160.1       0.12     2.3       0.15 
     1987:02       0.13       2.9      162.0       0.01     2.6       0.13 
     1987:03       0.16       2.4      162.4       0.01     3.8       0.10 
     1987:04       0.37       0.7      162.3       0.03     4.3       0.11 
     1987:05       0.40      -0.0      163.1       0.01     3.3       0.14 
     1987:06       0.16       1.0      163.9       0.01     4.2       0.13 
     1987:07       0.06       1.8      164.8       0.01     3.9       0.15 
     1987:08       0.14       0.8      165.5       0.01     3.0       0.17 
     1987:09       0.47      -0.9      165.1       0.05     3.3       0.16 
     1987:10       0.35      -0.2      166.7       0.01     2.8       0.18 
     1987:11       0.41      -0.8      167.4       0.01     2.5       0.18 
     1987:12       0.17       0.3      168.4       0.01     2.3       0.20 
     1988:01       0.14       0.2      168.1       0.05    -0.2       0.30 
     1988:02       0.03       2.2      169.1       0.01     3.1       0.15 
     1988:03       0.03       3.1      169.8       0.01     4.6       0.11 
     1988:04       0.06       2.6      170.7       0.01     3.6       0.15 
     1988:05       0.07       2.6      170.7       0.03     2.3       0.18 
     1988:06       0.05       2.8      171.0       0.02     4.2       0.16 
     1988:07       0.10       1.2      171.4       0.02     2.0       0.21 
     1988:08       0.10       1.0      171.8       0.01     2.5       0.18 
     1988:09       0.10       1.4      171.8       0.04     2.1       0.18 
     1988:10       0.07       2.7      172.9       0.01     2.8       0.13 
     1988:11       0.13       2.9      173.2       0.01     3.9       0.11 
     1988:12       0.14       2.5      174.3       0.01     4.3       0.11 
     1989:01       0.13       2.5      175.2       0.01     4.1       0.13 
     1989:02       0.19       0.6      174.7       0.07     2.2       0.21 
     1989:03       0.24      -0.2      174.7       0.06     0.1       0.31 
     1989:04       0.10       1.4      175.3       0.03     1.2       0.21 
     1989:05       0.09       2.1      174.5       0.24     2.8       0.17 
     1989:06       0.09       1.9      174.2       0.28     1.4       0.22 
     1989:07       0.19       1.3      173.3       0.75     0.2       0.28 
     1989:08       0.20       1.1      174.4       0.09     2.7       0.16 
     1989:09       0.25       0.7      174.3       0.19     2.3       0.16 
     1989:10       0.13       2.0      174.5       0.12     3.1       0.14 
     1989:11       0.11       2.6      175.3       0.03     4.2       0.12 
     1989:12       0.05       4.0      175.6       0.02     4.1       0.10 
     1990:01       0.03       6.5      175.1       0.16     7.7       0.05 
     1990:02       0.10       3.8      176.2       0.02     3.5       0.16 
     1990:03       0.15       0.9      176.8       0.01    -0.8       0.31 
     1990:04       0.24      -0.3      176.1       0.13    -1.9       0.38 
     1990:05       0.23      -0.3      176.5       0.06    -0.4       0.31 
     1990:06       0.13       1.0      177.1       0.02    -0.1       0.27 
     1990:07       0.12       2.0      177.2       0.05     0.8       0.24 
     1990:08       0.17       2.0      177.2       0.07     1.7       0.22 
     1990:09       0.41       0.3      176.4       0.33    -0.3       0.32 
     1990:10       0.48      -0.3      175.2       0.81    -0.5       0.35 
     1990:11       0.53      -0.7      173.8       0.99    -1.2       0.41 
     1990:12       0.45      -0.9      173.2       0.93    -1.9       0.48 
     1991:01       0.40      -1.1      172.1       0.99    -1.8       0.50 
     1991:02       0.32      -0.6      171.4       0.96    -0.6       0.42 
     1991:03       0.20       0.3      171.0       0.90     0.7       0.36 
     1991:04       0.15       0.1      171.5       0.52     1.3       0.31 
     1991:05       0.08       1.2      172.3       0.17     1.7       0.26 
     1991:06       0.06       1.6      173.0       0.02     0.7       0.29 
     1991:07       0.03       2.4      173.3       0.03     2.6       0.24 
     1991:08       0.04       2.6      173.3       0.05     0.9       0.27 
     1991:09       0.04       2.4      173.9       0.02     1.1       0.25 
     1991:10       0.06       2.1      173.7       0.08     1.5       0.24 
     1991:11       0.08       2.1      173.6       0.10     0.1       0.32 
     1991:12       0.03       4.0      173.0       0.32     1.8       0.23 
     1992:01       0.01       4.8      173.0       0.26     2.6       0.23 
     1992:02       0.01       4.8      174.0       0.05     3.0       0.20 
     1992:03       0.01       3.2      174.6       0.02     2.6       0.24 
     1992:04       0.01       2.8      175.4       0.01     2.6       0.21 
     1992:05       0.02       2.4      175.6       0.01     1.1       0.25 
     1992:06       0.02       2.6      175.8       0.03     1.8       0.22 
     1992:07       0.02       3.6      176.5       0.01     2.2       0.20 
     1992:08       0.03       3.3      175.8       0.13     0.2       0.29 
     1992:09       0.01       4.3      176.4       0.03     2.5       0.22 
     1992:10       0.01       3.9      177.1       0.01     2.5       0.22 
     1992:11       0.01       2.8      177.8       0.01     1.8       0.25 
     1992:12       0.01       3.3      179.8       0.01     4.2       0.17 
     1993:01       0.01       3.4      178.9       0.14     2.6       0.20 
     1993:02       0.01       3.8      179.2       0.08     2.1       0.22 
     1993:03       0.04       2.2      178.9       0.18     0.9       0.28 
     1993:04       0.04       2.6      180.0       0.03     0.9       0.24 
     1993:05       0.04       2.9      180.3       0.03     1.1       0.24 
     1993:06       0.03       3.3      180.9       0.02     2.8       0.20 
     1993:07       0.02       3.8      181.0       0.03     2.8       0.19 
     1993:08       0.02       3.9      181.1       0.05     3.2       0.16 
     1993:09       0.02       4.2      182.0       0.01     4.7       0.13 
     1993:10       0.02       4.4      182.7       0.01     4.0       0.14 
     1993:11       0.01       4.5      183.5       0.01     4.7       0.13 
     1993:12       0.01       5.5      185.4       0.01     5.5       0.11 
     1994:01       0.01       4.8      184.4       0.13     2.5       0.19 
     1994:02       0.02       5.0      184.6       0.07     1.2       0.25 
     1994:03       0.02       5.3      186.6       0.01     3.2       0.16 
     1994:04       0.04       4.5      187.8       0.01     4.5       0.12 
     1994:05       0.08       3.2      188.8       0.01     4.1       0.13 
     1994:06       0.08       3.0      189.4       0.01     3.7       0.15 
     1994:07       0.08       2.6      189.7       0.01     2.0       0.18 
     1994:08       0.05       3.1      190.7       0.01     3.9       0.14 
     1994:09       0.05       3.6      191.2       0.01     3.0       0.15 
     1994:10       0.07       3.3      192.5       0.01     3.3       0.15 
     1994:11       0.17       1.8      193.2       0.01     3.8       0.16 
     1994:12       0.09       2.3      194.7       0.01     4.0       0.15 
     1995:01       0.07       2.0      195.4       0.01     3.1       0.19 
     1995:02       0.08       1.8      195.4       0.03     1.3       0.23 
     1995:03       0.11       2.1      195.1       0.07     0.7       0.23 
     1995:04       0.10       3.0      194.7       0.16     1.3       0.22 
     1995:05       0.09       3.3      194.9       0.10     2.4       0.20 
     1995:06       0.05       3.8      195.8       0.03     1.8       0.19 
     1995:07       0.05       3.6      195.7       0.07     2.8       0.17 
     1995:08       0.05       3.3      197.2       0.01     5.3       0.12 
     1995:09       0.08       2.3      197.7       0.01     4.6       0.12 
